customer_id,age,gender,city,job_role,employment_type,income,credit_score,savings_rate,existing_loan_balance,account_balance,joined_date
1253,36,Male,Frenchport,Software Engineer,Salaried,1174185,850,0.53,610604,499921,2024-03-02
1254,38,Female,Susanville,Designer,Freelance,649620,850,0.32,0,453358,2021-10-17
1255,40,Male,West Jessica,Product Manager,Contract,1217042,710,0.17,627351,359158,2025-07-22
1256,26,Non-binary,Port Manuel,Product Manager,Freelance,1953872,761,0.19,0,191168,2023-06-15
1257,40,Male,Prestonchester,Product Manager,Contract,840277,847,0.48,0,443940,2024-10-30
1258,27,Non-binary,Shannontown,Product Manager,Freelance,1437665,524,0.2,224414,401887,2024-03-15
1259,23,Female,East Donnaport,Product Manager,Freelance,450611,739,0.08,999134,392031,2024-01-28
1260,37,Male,East Jennifer,Banker,Salaried,718757,457,0.39,16413,1052,2021-05-14
1261,37,Male,West Katherinebury,Data Scientist,Contract,1663390,622,0.48,0,416663,2022-08-26
1262,37,Male,North Glenn,Designer,Freelance,324053,746,0.12,368155,384673,2024-06-18
1263,25,Male,Mezaside,Data Scientist,Freelance,346557,850,0.38,0,82616,2023-03-22
1264,23,Male,West Juan,Banker,Contract,1587096,699,0.29,0,466455,2021-11-04
1265,40,Male,South Laurenport,Sales,Salaried,1590293,850,0.38,4827,430584,2022-07-28
1266,40,Female,Valerieland,Software Engineer,Contract,1062941,710,0.6,0,427582,2020-11-03
1267,38,Non-binary,Hansonborough,Banker,Freelance,977606,627,0.12,0,202633,2022-05-30
1268,37,Non-binary,Curtiston,Product Manager,Salaried,300534,803,0.0,0,499921,2022-05-16
1269,39,Female,Port Sara,Banker,Salaried,712606,430,0.12,914731,381790,2021-07-02
1270,36,Male,Stanleyfurt,Product Manager,Contract,1885024,712,0.19,17564,358688,2023-10-16
1271,27,Non-binary,Prattview,Designer,Freelance,1502095,478,0.49,708231,212196,2021-08-21
1272,37,Female,South Anthony,Data Scientist,Salaried,485934,850,0.43,535410,122872,2024-02-14
1273,30,Male,Lake Johnhaven,Sales,Contract,1998831,850,0.51,0,417083,2023-11-16
1274,25,Female,Lindseytown,Banker,Freelance,848054,850,0.32,514389,321550,2020-10-03
1275,29,Male,Stricklandmouth,Designer,Freelance,1708498,373,0.33,662864,417412,2021-07-30
1276,26,Female,Port Casey,Banker,Freelance,1287953,644,0.42,447,1052,2020-10-03
1277,23,Male,Stevenville,Software Engineer,Salaried,504354,679,0.16,6444,411303,2021-05-14
1278,38,Male,Brownberg,Software Engineer,Freelance,731253,675,0.49,0,478532,2025-03-15
1279,33,Female,Garychester,Designer,Freelance,598767,568,0.09,0,39915,2024-03-19
1280,35,Male,Millermouth,Banker,Freelance,1840138,616,0.31,581462,40942,2022-08-05
1281,35,Male,Port Robertshire,Banker,Salaried,643422,849,0.16,166254,103536,2020-10-09
1282,39,Female,Christopherchester,Designer,Freelance,1994192,492,0.22,0,261593,2024-11-29
1283,33,Male,East Johnfurt,Consultant,Salaried,1998831,726,0.6,173485,199015,2025-01-02
1284,40,Female,Timothyhaven,Designer,Freelance,677821,335,0.32,0,424883,2024-10-14
1285,23,Male,North Elijah,Product Manager,Freelance,849998,850,0.29,0,370506,2025-07-03
1286,24,Male,West Ashlee,Consultant,Contract,1586538,436,0.51,739731,48756,2023-03-09
1287,35,Female,West Gregoryport,Designer,Salaried,300534,721,0.29,0,97804,2021-04-20
1288,39,Non-binary,Marissachester,Data Scientist,Freelance,416134,430,0.42,0,1052,2023-07-20
1289,39,Non-binary,Meadowsmouth,Software Engineer,Salaried,1966545,599,0.52,29141,248212,2024-04-24
1290,35,Female,Diazmouth,Software Engineer,Freelance,726413,850,0.14,574489,499921,2021-12-11
1291,35,Male,Edwardsmouth,Product Manager,Contract,770995,353,0.18,44317,172018,2024-04-01
1292,23,Female,South Rebeccafort,Product Manager,Contract,777646,692,0.57,0,234445,2023-10-04
1293,33,Male,South Tyler,Software Engineer,Freelance,800028,626,0.02,641073,104693,2024-03-19
1294,28,Female,Martinmouth,Consultant,Contract,763403,381,0.39,0,234112,2024-06-21
1295,36,Female,Mcintyrefort,Banker,Freelance,1482355,824,0.6,27448,404164,2022-03-09
1296,31,Male,Gonzalesbury,Data Scientist,Salaried,1790964,825,0.43,189445,499921,2021-03-21
1297,38,Male,Cannonmouth,Consultant,Freelance,1735568,850,0.6,618901,85131,2020-10-29
1298,32,Non-binary,West Jessicabury,Data Scientist,Contract,731969,554,0.27,0,166812,2024-08-05
1299,37,Male,Jamestown,Data Scientist,Freelance,1646863,395,0.12,500125,404353,2025-05-26
1300,37,Male,Ericafurt,Data Scientist,Salaried,300534,685,0.46,553747,499921,2024-03-05
1301,38,Female,Jamesport,Banker,Contract,1278911,663,0.32,621368,499921,2024-01-29
1302,40,Male,North Craigtown,Consultant,Contract,410078,433,0.12,527723,361598,2022-01-14
1303,40,Female,Smithbury,Software Engineer,Freelance,1325912,690,0.2,0,348730,2021-05-09
1304,32,Female,East Kennethfurt,Banker,Freelance,1330205,429,0.29,0,473891,2020-10-03
1305,29,Female,New Darrell,Product Manager,Salaried,1927161,580,0.52,0,499921,2021-01-28
1306,40,Female,East Nicholas,Software Engineer,Freelance,348598,506,0.27,0,420007,2022-03-11
1307,39,Male,Shannontown,Product Manager,Freelance,672725,784,0.54,4563,429537,2023-09-26
1308,28,Female,Timothybury,Software Engineer,Freelance,678391,312,0.05,999134,499921,2025-03-29
1309,40,Female,New Andreaside,Data Scientist,Salaried,968375,660,0.12,24833,399023,2021-07-15
1310,33,Male,West Marissa,Consultant,Contract,999025,850,0.38,0,291190,2020-10-03
1311,40,Female,Josephmouth,Data Scientist,Freelance,1420727,639,0.0,0,261990,2025-08-07
1312,39,Non-binary,Jeremyshire,Banker,Salaried,1998831,642,0.17,0,452212,2024-04-01
1313,24,Male,Brownhaven,Sales,Contract,1995612,682,0.6,0,435789,2024-03-26
1314,29,Female,West Robertport,Sales,Freelance,1556966,850,0.37,0,499921,2023-07-29
1315,36,Female,New Rachel,Designer,Salaried,529596,608,0.27,16714,186647,2021-04-24
1316,31,Male,East Brian,Designer,Contract,734976,461,0.45,15429,116335,2020-11-06
1317,23,Male,West Stephen,Product Manager,Freelance,1965190,439,0.19,0,410797,2021-12-01
1318,30,Male,North Michael,Sales,Contract,1894703,850,0.46,935029,499921,2024-08-19
1319,33,Female,Jensenville,Consultant,Contract,1858531,637,0.42,0,195221,2022-06-03
1320,36,Male,Brianburgh,Sales,Contract,1998831,516,0.37,0,131762,2024-09-20
1321,37,Male,East Kim,Designer,Contract,1284539,681,0.04,592636,486145,2023-12-19
1322,23,Female,Johnsonview,Designer,Salaried,1924110,487,0.52,548449,127972,2022-06-14
1323,26,Male,Port Laurenchester,Designer,Contract,1226792,691,0.28,999134,144576,2022-03-22
1324,34,Male,Josephburgh,Software Engineer,Salaried,1594775,850,0.18,1868,352206,2024-02-03
1325,40,Non-binary,New Aaron,Data Scientist,Freelance,1955419,850,0.52,0,268863,2024-02-09
1326,35,Non-binary,Lake Timothy,Consultant,Salaried,1711730,426,0.44,614600,412363,2020-11-02
1327,26,Male,Port Beth,Designer,Freelance,300534,833,0.41,0,259654,2020-11-26
1328,29,Female,Tonyfort,Product Manager,Freelance,1763826,761,0.34,442582,244540,2021-01-30
1329,37,Male,Villarrealchester,Sales,Salaried,1875207,721,0.47,4997,310742,2024-05-23
1330,30,Male,Jenniferside,Data Scientist,Contract,776900,490,0.08,0,128065,2024-01-16
1331,37,Non-binary,East Brooke,Product Manager,Contract,1768818,654,0.43,0,487969,2021-10-24
1332,23,Male,Angelaport,Product Manager,Contract,1680439,809,0.5,2254,217154,2025-02-15
1333,37,Female,Calderonborough,Banker,Salaried,356396,691,0.15,13264,230974,2022-03-06
1334,27,Non-binary,North Rebecca,Data Scientist,Salaried,1721084,471,0.57,748745,403899,2022-06-16
1335,34,Male,Denisebury,Banker,Freelance,554915,699,0.25,0,66802,2025-05-09
1336,28,Male,Lake Heatherfurt,Designer,Freelance,1078182,850,0.19,782790,127293,2024-12-01
1337,40,Non-binary,Johnsontown,Banker,Salaried,1024089,791,0.6,663899,499921,2020-10-03
1338,23,Female,Port Thomasland,Sales,Freelance,1844347,601,0.35,338555,346685,2021-02-24
1339,37,Female,South Perrybury,Designer,Freelance,736890,527,0.58,19426,398827,2022-03-01
1340,28,Male,Lake Katherine,Banker,Salaried,1027052,609,0.45,0,124827,2021-02-12
1341,28,Non-binary,North Francisco,Designer,Salaried,641548,300,0.12,607998,490333,2022-09-19
1342,36,Male,East Michael,Banker,Freelance,1156709,731,0.39,0,104772,2025-05-17
1343,27,Male,Jimenezborough,Product Manager,Contract,1902736,616,0.26,0,16707,2023-01-29
1344,35,Male,South Juliachester,Data Scientist,Salaried,1607680,655,0.36,4241,415877,2021-01-05
1345,32,Male,Hallberg,Product Manager,Contract,512561,635,0.12,875076,147629,2023-03-31
1346,32,Non-binary,New David,Product Manager,Contract,1483857,488,0.6,0,36247,2020-10-03
1347,39,Female,West Samantha,Banker,Freelance,1266543,692,0.57,3306,98873,2024-06-24
1348,26,Male,Port James,Data Scientist,Salaried,1756873,850,0.21,643811,105310,2020-10-15
1349,35,Male,Roweville,Product Manager,Freelance,878695,815,0.5,31042,499921,2024-10-06
1350,32,Male,Bridgeshaven,Software Engineer,Salaried,1427308,808,0.24,0,424864,2022-10-02
1351,31,Male,Bradleyland,Designer,Freelance,1127380,476,0.46,845037,315876,2023-11-12
1352,32,Non-binary,Jenniferberg,Data Scientist,Salaried,1676960,710,0.36,827969,436554,2024-01-15
1353,26,Female,West Crystalhaven,Product Manager,Freelance,739884,630,0.46,842168,499921,2021-03-20
1354,35,Female,Beasleychester,Banker,Contract,1478053,850,0.57,10048,499921,2020-11-09
1355,27,Female,Josephborough,Consultant,Salaried,1611719,615,0.51,0,340674,2021-01-24
1356,23,Female,Jacobside,Data Scientist,Salaried,1998831,781,0.02,598101,415490,2020-10-03
1357,27,Female,New Cathy,Banker,Freelance,1705658,736,0.29,0,67865,2021-01-11
1358,37,Non-binary,West Samuel,Designer,Freelance,1339350,587,0.31,709352,161372,2025-07-24
1359,38,Non-binary,Port Lynn,Data Scientist,Salaried,1959092,583,0.49,13713,462041,2022-12-24
1360,37,Male,Traceytown,Consultant,Salaried,1882461,710,0.41,0,185482,2021-07-18
1361,32,Non-binary,South Nicholas,Consultant,Salaried,1192876,848,0.18,0,401251,2022-07-24
1362,35,Male,New Bryan,Product Manager,Freelance,570219,633,0.25,591934,299773,2024-05-12
1363,29,Non-binary,South Tarabury,Software Engineer,Freelance,1998831,633,0.31,0,182643,2023-04-15
1364,24,Non-binary,East Robertshire,Data Scientist,Salaried,653754,823,0.6,7199,428250,2024-11-10
1365,24,Female,Christophertown,Data Scientist,Salaried,576493,763,0.36,31341,163859,2023-02-04
1366,25,Non-binary,Allenmouth,Product Manager,Salaried,630579,668,0.09,999134,187003,2024-07-25
1367,30,Male,East Nicholashaven,Software Engineer,Freelance,1821762,756,0.08,0,258719,2024-07-08
1368,40,Male,West Carol,Software Engineer,Freelance,1998831,850,0.37,524867,396137,2021-07-18
1369,39,Male,West William,Software Engineer,Freelance,431403,850,0.4,844418,291358,2025-10-01
1370,24,Female,Coleton,Consultant,Freelance,1902500,633,0.34,31513,168365,2023-11-08
1371,25,Non-binary,New Larry,Designer,Salaried,1066451,547,0.2,255547,183559,2020-10-19
1372,24,Male,Erikaside,Designer,Freelance,1802070,850,0.1,0,398381,2020-12-02
1373,36,Female,Curtisbury,Software Engineer,Freelance,726982,850,0.32,0,135507,2021-05-25
1374,40,Male,East Katelynmouth,Data Scientist,Salaried,820526,816,0.06,61230,354158,2021-03-11
1375,23,Male,Lake Michael,Designer,Freelance,1956166,734,0.14,0,155445,2024-08-22
1376,38,Non-binary,Fosterview,Data Scientist,Salaried,1906728,719,0.09,0,173129,2021-10-16
1377,25,Male,Katieport,Software Engineer,Freelance,1879140,583,0.37,0,396346,2021-02-24
1378,25,Female,Brownchester,Designer,Salaried,1998831,802,0.38,0,293352,2025-04-17
1379,29,Male,Colemouth,Data Scientist,Contract,1340128,584,0.59,867975,241037,2024-01-13
1380,31,Male,Alvinhaven,Consultant,Salaried,1998831,830,0.41,100962,325541,2020-10-21
1381,29,Non-binary,East Nicholasville,Sales,Salaried,1496704,738,0.48,0,420666,2024-08-03
1382,40,Male,Brianland,Product Manager,Freelance,1234377,850,0.44,20081,77444,2022-12-01
1383,38,Male,Reyesborough,Software Engineer,Salaried,1178893,798,0.11,66302,111002,2024-04-13
1384,33,Male,North Denisemouth,Product Manager,Contract,991326,657,0.0,0,137841,2023-03-18
1385,37,Male,Kevinport,Banker,Freelance,612479,571,0.53,0,378382,2024-11-13
1386,36,Female,Sanfordshire,Product Manager,Freelance,671260,704,0.38,0,284789,2025-03-08
1387,37,Female,Tracyshire,Banker,Salaried,1736977,835,0.37,0,438189,2022-04-06
1388,39,Non-binary,Pattersontown,Data Scientist,Salaried,567391,850,0.17,651115,122098,2022-05-30
1389,31,Female,Port Michelleburgh,Software Engineer,Freelance,1959149,629,0.0,605876,253355,2022-03-14
1390,36,Non-binary,Mendozamouth,Data Scientist,Salaried,1343373,667,0.11,693212,499032,2021-12-02
1391,26,Male,Ortizberg,Consultant,Salaried,1483389,684,0.57,30854,492876,2021-08-05
1392,24,Male,Brandonberg,Consultant,Contract,1251487,850,0.36,9037,91338,2023-05-25
1393,27,Non-binary,South Tammystad,Data Scientist,Salaried,1621626,850,0.47,619601,167403,2020-11-30
1394,37,Female,West Vickihaven,Product Manager,Freelance,1228771,850,0.6,733228,44086,2024-10-18
1395,30,Female,Jeffreyburgh,Data Scientist,Salaried,1448562,806,0.12,952506,499921,2025-05-16
1396,38,Female,Allentown,Data Scientist,Salaried,1719716,850,0.1,16434,303195,2022-09-12
1397,34,Male,Emilyport,Banker,Freelance,1497816,850,0.13,0,411938,2023-10-06
1398,32,Female,Rodriguezmouth,Product Manager,Freelance,707230,554,0.23,692000,172316,2025-02-15
1399,40,Non-binary,North Tammyland,Data Scientist,Freelance,1404266,835,0.14,0,436031,2025-02-20
1400,25,Male,Washingtonton,Consultant,Freelance,1421916,850,0.31,386089,309391,2022-07-02
1401,37,Female,Anitaburgh,Product Manager,Salaried,798361,600,0.2,320741,499921,2023-08-17
1402,38,Male,West Ginaburgh,Designer,Freelance,996001,803,0.3,15988,180075,2024-04-24
1403,31,Female,Williamborough,Consultant,Freelance,692463,745,0.45,0,469745,2021-10-01
1404,29,Female,Lake Barbarachester,Banker,Contract,1793727,850,0.34,0,455768,2021-05-27
1405,28,Male,Zhangmouth,Designer,Salaried,1524424,803,0.13,10819,415012,2020-10-03
1406,31,Male,South Davidmouth,Data Scientist,Contract,1520599,574,0.16,0,457172,2022-05-20
1407,29,Non-binary,North Lisafort,Designer,Salaried,1809290,790,0.6,197876,425828,2023-04-05
1408,23,Female,Robynfort,Sales,Freelance,1697589,746,0.38,0,96525,2022-02-06
1409,35,Male,West Joannefurt,Data Scientist,Contract,1998831,624,0.06,395960,425567,2023-11-10
1410,24,Female,Brandonstad,Product Manager,Freelance,1009353,599,0.34,0,372095,2022-11-23
1411,35,Male,West Heathermouth,Product Manager,Salaried,1998831,594,0.46,978887,244954,2021-01-07
1412,36,Female,Lake Davidbury,Sales,Salaried,577802,773,0.54,0,437291,2023-01-31
1413,33,Female,Michelleville,Sales,Salaried,1966952,850,0.52,0,459924,2024-01-23
1414,24,Female,New Gailport,Sales,Salaried,721755,510,0.58,718478,499921,2024-03-12
1415,35,Non-binary,New Gina,Banker,Freelance,475404,635,0.47,157364,215703,2024-05-27
1416,29,Male,Port Michaelborough,Consultant,Contract,1376319,850,0.41,9110,29173,2024-10-19
1417,40,Non-binary,Kevinview,Product Manager,Contract,1766029,445,0.53,0,499921,2024-07-16
1418,23,Non-binary,North Debra,Product Manager,Salaried,1191450,418,0.2,0,486215,2023-12-23
1419,26,Male,West Brittany,Consultant,Contract,1463849,526,0.3,517258,94113,2022-11-11
1420,34,Non-binary,New Tinaville,Data Scientist,Contract,1617348,664,0.6,0,322038,2022-06-08
1421,26,Male,Port Hannahmouth,Data Scientist,Contract,569407,850,0.39,7541,464770,2024-12-04
1422,25,Male,East Michael,Consultant,Contract,1586984,558,0.05,0,244827,2020-10-03
1423,38,Female,Port Angelachester,Consultant,Salaried,1503932,483,0.57,537478,407229,2025-04-03
1424,23,Non-binary,Rojasstad,Sales,Salaried,811250,631,0.39,0,281325,2024-01-28
1425,37,Male,East Christopherland,Sales,Contract,899837,850,0.47,0,105772,2021-03-30
1426,26,Male,Lake Natashaton,Designer,Freelance,1266770,725,0.57,24354,94430,2023-11-22
1427,25,Female,Derrickbury,Data Scientist,Salaried,1897819,453,0.3,500132,323601,2022-01-23
1428,27,Male,Ashleyhaven,Consultant,Salaried,1998831,715,0.54,484837,252219,2025-05-08
1429,38,Female,Lake Stephenville,Designer,Salaried,1148471,766,0.25,802779,190108,2020-10-03
1430,39,Male,Johnview,Designer,Freelance,1472218,579,0.3,513853,359787,2022-06-12
1431,38,Female,East Nicole,Sales,Salaried,1908209,850,0.52,0,55953,2024-12-12
1432,36,Female,Williamsburgh,Data Scientist,Salaried,1229122,569,0.46,0,469253,2021-08-12
1433,37,Male,Camposberg,Consultant,Freelance,1134259,411,0.48,3006,166122,2020-10-03
1434,34,Female,Careyville,Banker,Salaried,1937345,749,0.54,24478,63720,2025-03-03
1435,38,Female,Kimside,Product Manager,Freelance,1580483,708,0.32,648768,128396,2022-11-16
1436,36,Female,Dannytown,Banker,Contract,853895,687,0.36,0,455152,2021-10-22
1437,33,Male,West Veronicabury,Banker,Contract,1304423,802,0.3,566746,468578,2020-10-03
1438,38,Non-binary,West Thomaschester,Banker,Salaried,1998831,778,0.2,14768,148387,2024-05-08
1439,39,Female,North Rogermouth,Product Manager,Freelance,1033656,687,0.42,2730,160292,2020-10-03
1440,34,Male,East Alyssaville,Banker,Contract,626224,691,0.3,716231,472453,2024-03-24
1441,30,Non-binary,Williamchester,Software Engineer,Contract,1998831,735,0.6,625688,184924,2022-02-23
1442,40,Female,Port Diane,Sales,Salaried,1594717,850,0.6,504,310137,2020-10-03
1443,37,Male,Nguyenport,Sales,Contract,1868412,482,0.46,0,321651,2024-11-20
1444,33,Male,Jenniferberg,Data Scientist,Salaried,684192,621,0.47,0,164923,2020-10-03
1445,35,Female,Jeffreybury,Sales,Freelance,1521715,411,0.09,163188,268073,2020-10-03
1446,38,Female,Normanborough,Consultant,Salaried,896698,784,0.21,744499,499921,2024-06-08
1447,37,Male,North Gabrielle,Data Scientist,Contract,1151260,431,0.19,159174,295340,2020-10-03
1448,25,Non-binary,West Christianberg,Software Engineer,Freelance,1775863,626,0.6,567033,456324,2021-06-07
1449,25,Female,Kimberlymouth,Sales,Salaried,1774985,770,0.31,399675,427275,2023-07-16
1450,25,Female,West William,Sales,Freelance,1998831,570,0.03,0,54859,2025-04-19
1451,34,Female,Walshburgh,Sales,Freelance,566502,458,0.34,604523,100040,2024-01-21
1452,39,Male,Gonzalezport,Software Engineer,Contract,1756333,793,0.01,0,499921,2024-07-08
1453,23,Female,North Elizabethburgh,Data Scientist,Salaried,778407,663,0.17,588983,462719,2021-03-04
1454,25,Male,Carpenterberg,Designer,Freelance,1011739,300,0.14,452317,1052,2022-10-05
1455,26,Female,Sophiafort,Consultant,Contract,1952506,847,0.53,0,202535,2025-07-18
1456,28,Non-binary,Stacyview,Banker,Salaried,493890,850,0.16,468114,420308,2023-12-22
1457,40,Male,Port Nataliefort,Product Manager,Freelance,809483,850,0.21,600899,187682,2024-08-23
1458,34,Female,Jennaview,Designer,Contract,355965,670,0.14,0,382327,2021-01-27
1459,23,Male,Simmonsbury,Consultant,Salaried,1634017,843,0.41,16424,499921,2022-06-13
1460,29,Non-binary,Mccarthyfurt,Consultant,Contract,1835306,714,0.29,0,112756,2023-05-23
1461,27,Female,East Anthony,Consultant,Contract,1012906,465,0.01,494166,499921,2022-05-07
1462,37,Male,Rosebury,Banker,Freelance,1035977,767,0.29,669063,1052,2022-11-09
1463,36,Non-binary,Port Patriciaborough,Banker,Freelance,1998831,676,0.41,727711,354073,2024-04-17
1464,32,Female,New Chadport,Banker,Freelance,1062992,332,0.11,0,282343,2020-10-03
1465,38,Non-binary,Markside,Sales,Contract,454666,635,0.55,0,8167,2020-10-03
1466,40,Female,Port Patricia,Banker,Salaried,1593403,755,0.06,340532,135188,2025-01-20
1467,27,Female,East Alexandra,Data Scientist,Salaried,819470,585,0.44,331,76627,2024-08-13
1468,38,Male,West Danny,Product Manager,Contract,1085184,520,0.29,0,483639,2021-10-11
1469,36,Male,Kaylabury,Product Manager,Contract,770112,791,0.18,235205,183437,2020-10-03
1470,39,Female,Jaredfort,Banker,Contract,1440428,668,0.6,912542,487335,2020-10-03
1471,36,Non-binary,Kennethborough,Designer,Freelance,300534,614,0.27,0,148702,2024-06-18
1472,27,Female,South Thomaschester,Software Engineer,Salaried,1632218,800,0.11,0,347375,2023-09-12
1473,24,Non-binary,East Kelsey,Data Scientist,Salaried,1423772,850,0.6,625061,325338,2024-12-05
1474,38,Female,West Gabriela,Data Scientist,Salaried,1210061,850,0.22,12931,348419,2022-05-30
1475,39,Male,South Spencerhaven,Data Scientist,Contract,1257224,727,0.11,65058,389023,2020-10-03
1476,38,Male,Vanessabury,Software Engineer,Salaried,1488096,850,0.16,13594,426188,2024-02-05
1477,34,Female,Wallaceview,Designer,Freelance,1573843,693,0.57,19213,499921,2024-02-21
1478,34,Female,Jonesmouth,Sales,Freelance,1916496,624,0.6,739119,1052,2020-10-03
1479,39,Female,North Carlos,Data Scientist,Salaried,590125,850,0.47,0,412778,2020-11-22
1480,36,Male,Simpsonborough,Product Manager,Freelance,1759023,724,0.46,746751,45963,2020-10-03
1481,24,Male,Amberburgh,Data Scientist,Contract,876119,476,0.28,0,431047,2022-10-24
1482,28,Non-binary,Chavezville,Consultant,Freelance,505726,542,0.52,5788,309047,2022-06-24
1483,35,Male,Meghanborough,Sales,Salaried,1998831,409,0.36,8876,32512,2021-12-10
1484,36,Male,Brookeport,Banker,Contract,1998831,850,0.19,0,112179,2025-10-01
1485,39,Female,Lake Brianfurt,Data Scientist,Freelance,1213761,811,0.21,291109,322355,2025-06-03
1486,23,Female,Michaelview,Data Scientist,Salaried,1926612,645,0.26,0,392891,2022-01-25
1487,40,Non-binary,Petersenburgh,Software Engineer,Freelance,863232,850,0.23,400826,23074,2024-04-21
1488,35,Male,West Tiffanyburgh,Designer,Contract,786914,799,0.6,19111,279742,2022-03-25
1489,40,Male,Wongburgh,Sales,Salaried,655222,735,0.11,0,499921,2024-07-21
1490,30,Non-binary,East Mirandatown,Sales,Salaried,1240873,626,0.14,0,499921,2024-07-08
1491,37,Male,Paigeview,Consultant,Contract,916946,637,0.05,0,469277,2020-12-20
1492,38,Male,Chamberston,Product Manager,Contract,837288,567,0.34,573472,499921,2022-10-15
1493,26,Female,South Alanbury,Sales,Salaried,1658286,850,0.14,0,292063,2020-10-03
1494,33,Non-binary,Petersonville,Designer,Salaried,390970,718,0.56,0,356276,2022-01-07
1495,35,Female,Hendersonberg,Banker,Freelance,1567505,804,0.14,0,497513,2021-12-13
1496,35,Male,Walkerside,Designer,Contract,1714383,507,0.54,0,488393,2024-10-28
1497,37,Male,North Adamhaven,Consultant,Freelance,1397160,732,0.04,0,312157,2023-02-10
1498,31,Non-binary,Port Blakeview,Consultant,Freelance,498463,682,0.6,0,331899,2024-03-15
1499,30,Male,South Robert,Designer,Salaried,751287,685,0.47,32947,60711,2024-03-23
1500,33,Non-binary,Lake Amybury,Sales,Freelance,1488340,600,0.44,39027,499921,2021-01-11
1501,26,Male,Lake Amandatown,Banker,Salaried,615154,850,0.53,0,143365,2023-01-04
1502,31,Female,Wardstad,Designer,Salaried,1850585,642,0.43,0,147708,2020-12-04
1503,35,Female,Velazquezside,Sales,Contract,1251401,688,0.26,1258,340947,2021-05-08
1504,37,Male,North Paulaburgh,Sales,Freelance,965079,624,0.59,117549,5050,2021-02-28
1505,36,Female,Aliciaburgh,Product Manager,Salaried,551824,580,0.16,0,464112,2024-08-06
1506,37,Non-binary,Lake Davidburgh,Product Manager,Salaried,1005935,850,0.36,8764,251209,2025-06-01
1507,24,Female,Kirstenhaven,Data Scientist,Salaried,403825,850,0.34,0,489491,2021-12-24
1508,28,Female,Port Amandahaven,Product Manager,Freelance,1449872,539,0.15,0,464121,2020-10-03
1509,34,Male,Meyersview,Designer,Freelance,716321,500,0.34,0,1052,2024-11-10
1510,39,Male,North Amberburgh,Software Engineer,Contract,1483486,850,0.35,0,218958,2020-10-03
1511,37,Female,North Joel,Software Engineer,Contract,1896393,850,0.09,383924,177855,2022-09-28
1512,39,Female,Brooksbury,Software Engineer,Salaried,998992,850,0.34,0,222257,2024-06-22
1513,35,Male,East Jasonstad,Product Manager,Contract,1206526,850,0.44,3124,467849,2024-08-16
1514,25,Male,Rivasshire,Designer,Contract,1182151,850,0.19,663249,379313,2021-06-25
1515,30,Female,Josephfurt,Product Manager,Freelance,300534,619,0.35,0,182068,2022-10-09
1516,36,Male,Turnerbury,Product Manager,Contract,1998831,501,0.34,678803,101297,2023-02-10
1517,25,Male,East Kristin,Product Manager,Contract,1508357,691,0.53,248889,1052,2024-12-05
1518,28,Non-binary,East Danielville,Data Scientist,Salaried,1517131,635,0.41,16769,112775,2021-10-14
1519,40,Non-binary,West Matthew,Data Scientist,Salaried,1911576,579,0.6,95710,414073,2022-08-14
1520,38,Female,Pinedaside,Software Engineer,Freelance,1046112,778,0.25,1989,377492,2021-12-12
1521,24,Female,New Kyle,Software Engineer,Freelance,957134,694,0.15,850952,392608,2023-12-01
1522,23,Non-binary,East Courtney,Data Scientist,Freelance,1804958,414,0.38,534775,1052,2021-10-13
1523,38,Female,New Michelleville,Software Engineer,Salaried,1797339,815,0.09,0,269716,2021-09-11
1524,38,Non-binary,Michaelbury,Banker,Freelance,1153044,791,0.14,227674,275459,2022-09-21
1525,37,Male,Erichaven,Banker,Contract,702129,850,0.17,0,401584,2021-10-21
1526,36,Male,West Lacey,Data Scientist,Contract,1453120,730,0.6,9061,328325,2024-04-01
1527,36,Male,Cordovahaven,Consultant,Salaried,1732229,850,0.29,0,212267,2023-02-14
1528,29,Female,Smithfurt,Data Scientist,Salaried,1896708,705,0.15,0,144895,2025-02-07
1529,27,Non-binary,North Lisa,Banker,Contract,896748,604,0.35,15655,381047,2024-11-01
1530,37,Male,East Williamfort,Product Manager,Freelance,1911788,850,0.5,22570,351907,2025-03-18
1531,34,Female,Andrewberg,Product Manager,Freelance,665185,778,0.48,0,295635,2023-03-07
1532,30,Female,Jillianhaven,Product Manager,Contract,1250703,460,0.6,0,301282,2022-04-13
1533,39,Non-binary,South Kendrachester,Product Manager,Salaried,367257,363,0.56,479226,244020,2022-10-07
1534,23,Non-binary,Garyberg,Software Engineer,Freelance,698581,598,0.26,841381,78705,2025-10-01
1535,24,Female,Emmaton,Product Manager,Contract,1734328,365,0.44,0,307013,2023-05-12
1536,31,Male,Jonesland,Product Manager,Freelance,1872836,850,0.01,0,82758,2024-08-24
1537,26,Female,Nelsontown,Designer,Freelance,1387414,803,0.18,0,250261,2023-08-30
1538,39,Non-binary,Vasquezfurt,Banker,Salaried,1046950,850,0.09,1751,277521,2024-01-26
1539,36,Female,Port Anna,Consultant,Contract,1404111,643,0.19,0,499921,2021-02-02
1540,31,Male,New Teresa,Software Engineer,Freelance,1749178,850,0.18,19882,350724,2022-09-11
1541,29,Female,Harrisland,Consultant,Contract,547603,850,0.6,27800,441473,2025-01-31
1542,29,Female,North Lauren,Product Manager,Freelance,1219743,850,0.07,0,486892,2023-08-15
